wavelength_nm,absorbance
471.9640179910045,0.4220127902174371
472.9843495086124,0.4067243581620701
474.00468102622034,0.39492558497166125
475.02501254382827,0.38563534172169533
476.0453440614362,0.37801119412908607
477.0656755790441,0.37025935164630625
478.08600709665205,0.3619916452733729
479.10633861426,0.3537422229314212
480.1266701318679,0.3455908694829162
481.14700164947584,0.3379712195663775
482.16733316708377,0.33155743571452073
483.1876646846917,0.32445149862566713
484.2079962022996,0.3169933739453932
485.22832771990755,0.31021772272100845
486.2486592375155,0.3043273314779447
487.2689907551234,0.2982409979991214
488.28932227273134,0.29254136688677945
489.30965379033927,0.28646813533390003
490.3299853079472,0.2803194210434925
491.3503168255551,0.27473037409714074
492.37064834316305,0.2699307670766986
493.390979860771,0.2651017296106659
494.4113113783789,0.2605381528083493
495.43164289598684,0.2563575629009778
496.4519744135948,0.2523763373742021
497.47230593120275,0.2483834765549836
498.4926374488107,0.24469880432214947
499.5129689664186,0.24127196625882538
500.53330048402654,0.2378273330423534
501.55363200163447,0.23401115267224548
502.5739635192424,0.23029196566434987
503.5942950368503,0.2266278263005324
504.61462655445825,0.2235401716782512
505.6349580720662,0.22013210652374232
506.6552895896741,0.21625550085338524
507.67562110728204,0.21196031798178724
508.69595262488997,0.20790673853561936
509.7162841424979,0.2050559941115644
510.7366156601058,0.20313304204036503
511.75694717771376,0.20119777024775565
512.7772786953217,0.19923199247832135
513.7976102129296,0.19728371653533466
514.8179417305375,0.19546724205632202
515.8382732481455,0.19410014408207527
516.8586047657534,0.19242632415494543
517.8789362833613,0.19053045591573475
518.8992678009693,0.1886757511901243
519.9195993185772,0.1870045712032966
520.9399308361851,0.18564412196758873
521.960262353793,0.1844216340565598
522.980593871401,0.1828642648294248
524.0009253890089,0.18118174287685457
525.0212569066168,0.17967678135349557
526.0415884242248,0.1787397003217991
527.0619199418327,0.17806827550495227
528.0822514594406,0.17738198880196002
529.1025829770485,0.17618766025415403
530.1229144946565,0.17473256426983566
531.1432460122644,0.17360570086308458
532.1635775298723,0.1731893724998788
533.1839090474803,0.1731555421537846
534.2042405650882,0.17284735356740027
535.2245720826961,0.1723928927331635
536.244903600304,0.17158174663143627
537.265235117912,0.17058560915742504
538.2855666355199,0.16979480037358102
539.3058981531278,0.16931452678972325
540.3262296707358,0.16894200188041986
541.3465611883437,0.16900418714087045
542.3668927059516,0.16905737704918045
543.3872242235595,0.16905737704918045
544.4075557411675,0.16905737704918045
545.4278872587754,0.16905737704918045
546.4482187763833,0.16905737704918045
