image,final_grade,confidence,delta_e,expert_review,rejection_reason,colour_ok,L_mean,a_mean,b_mean
JTV-emerald008-771ct-1.jpg,Expert-Review – see report,0.5,10.472562922026722,True,,True,74.51504091175428,1.1199088831395425,1.749061655534907
JTV-emerald012-120ct-z-cropped.png,Emerald C (Commercial),0.85,6.736773087224684,False,,True,92.59701556661027,-1.4465207012931869,0.2264897468987725
JTV-emerald013-501ct-z-cropped.png,Emerald C (Commercial),0.85,5.500532697946799,False,,True,91.36581708477236,-2.9513862147742143,-0.2099579760204269
JTV-emerald019-071ct-z-cropped.png,Emerald C- (Commercial),0.75,8.52683810914947,False,,True,97.22943707764561,-0.705425086440528,-0.049151484801457375
JTV-emerald024-373ct-z-cropped.png,Emerald C (Commercial),0.85,5.688611791889768,False,,True,91.39780039294396,-2.5576207219647373,0.01419367218472989
JTV-emerald034-883ct-z-cropped.png,Emerald C+ (Commercial),0.92,3.834794434514455,False,,True,78.0625231235822,-4.904375879595312,0.5130421800300865
JTV-emerald021-019ct-z-cropped.png,REJECTED – Colourless,0.95,999.0,False,Colourless,False,97.64055212139804,-0.5047595792930445,0.018621924146794557
JTV-emerald022-030ct-z-cropped.png,REJECTED – Colourless,0.95,999.0,False,Colourless,False,96.88318739001335,-0.546953517135735,0.07310847968186068
JTV-emerald015-120ct-z-cropped.png,Emerald C (Commercial),0.85,7.181846038423089,False,,True,93.99075045410846,-1.3295186831980734,0.07961619189224639
JTV-emerald008-771ct-z-cropped.png,Emerald C+ (Commercial),0.92,3.2023351074391773,False,,True,81.07906403716663,-4.967901111563529,0.5454537361948747
JTV-emerald037-598ct-z-cropped.png,Emerald C+ (Commercial),0.92,3.9861675671147427,False,,True,79.14741405825309,-4.290545689449061,0.5714499762067083
JTV-emerald028-1223ct-z-cropped.png,Zambian Commercial (Commercial),0.85,7.030527174077921,False,,True,66.87320395407392,-6.149384634888228,0.5662995432828148
JTV-emerald004-143ct-z-cropped.png,Emerald C (Commercial),0.85,6.385752333339937,False,,True,93.56034238976358,-2.211409009782073,-0.016518426430726745
JTV-emerald032-100ct-z-cropped.png,Emerald C (Commercial),0.85,7.478406025057133,False,,True,94.66205711876218,-1.1879108002821481,0.01920492827599176
JTV-emerald005-104ct-z-cropped.png,Emerald C (Commercial),0.85,6.995957747498913,False,,True,94.02177738648857,-1.5884734221395709,0.011028100219593849
JTV-emerald010-151ct-z-cropped.png,Emerald C (Commercial),0.85,7.6230980546615505,False,,True,96.02759379278763,-1.5131202121288458,-0.21170141392932018
JTV-emerald018-191ct-z-cropped.png,Emerald C (Commercial),0.85,6.066665930185945,False,,True,90.92986169663375,-2.1242931666885236,-0.12269734043255509
JTV-emerald014-355ct-z-cropped.png,Emerald C (Commercial),0.85,6.355327015464411,False,,True,93.21961343042102,-2.3238581781197385,-0.23393040459519515
JTV-emerald027-038ct-z-cropped.png,Emerald C- (Commercial),0.75,8.251399711013349,False,,True,96.58203899980866,-0.7644892157391793,0.08321295549132046
JTV-emerald025-163ct-z-cropped.png,Emerald C (Commercial),0.85,6.470778713028444,False,,True,92.49544795142324,-1.748734214023201,0.18372725307163681
JTV-emerald011-272ct-z-cropped.png,Emerald C (Commercial),0.85,5.624454853650601,False,,True,92.17037591074526,-2.8783598230978082,-0.09518345132303435
JTV-emerald035-1009ct-z-cropped.png,Brazilian Commercial (Commercial),0.85,6.157621911817369,False,,True,70.42659714966436,-5.542349651798324,0.5515927991977041
JTV-emerald007-157ct-z-cropped.png,Emerald C (Commercial),0.85,6.725939903653703,False,,True,93.7635320435514,-1.8500062580547492,-0.0047621164826307325
JTV-emerald003-021ct-z-cropped.png,REJECTED – Colourless,0.95,999.0,False,Colourless,False,98.05687733304444,-0.4444028612523223,0.029071266270810102
JTV-emerald016-142ct-z-cropped.png,Emerald C (Commercial),0.85,6.904881791999646,False,,True,94.06393747572949,-1.7681065325383225,-0.08815865334593243
JTV-emerald023-038ct-z-cropped.png,Emerald C- (Commercial),0.75,8.251735549816097,False,,True,96.58179788115207,-0.7641130681559998,0.08311700656986777
