abs_max,abs_min,abs_mean,abs_std,abs_skew,mean_slope,deriv_max,deriv_min,num_peaks,peak_positions,orange_center_lit,orange_fwhm_lit,orange_area,orange_center_fit,orange_fwhm_fit,orange_amp_fit,orange_model,red_band_center_lit,red_band_fwhm_lit,red_band_area,red_band_center_fit,red_band_fwhm_fit,red_band_amp_fit,red_band_model,nir_center_lit,nir_fwhm_lit,nir_area,nir_center_fit,nir_fwhm_fit,nir_amp_fit,nir_model,orange_red_band_ratio,orange_nir_ratio,red_band_nir_ratio
0.9228075065031596,0.0139819118079987,0.27530043386565145,0.32380399549417993,1.0412770349264342,-0.0017585796870138938,0.004316136128885095,-0.009413639333958085,1,[np.float64(547.0591627263292)],520,80,83.24702437903117,544.8811416452961,51.27336565615675,0.14810869364240595,lorentzian,650,40,24.372425231542067,576.140656608708,89.78406908718237,0.5884253908234244,gaussian,900,150,11.211909166606368,966.6738648430112,125.51591893500293,0.08963400878500316,gaussian,3.4156233347323646,7.424875020636625,2.17379795426769
