abs_max,abs_min,abs_mean,abs_std,abs_skew,mean_slope,deriv_max,deriv_min,num_peaks,peak_positions,uv_center_lit,uv_fwhm_lit,uv_area,uv_center_fit,uv_fwhm_fit,uv_amp_fit,uv_model,red_band_center_lit,red_band_fwhm_lit,red_band_area,red_band_center_fit,red_band_fwhm_fit,red_band_amp_fit,red_band_model,nir_center_lit,nir_fwhm_lit,nir_area,nir_center_fit,nir_fwhm_fit,nir_amp_fit,nir_model,uv_red_band_ratio,uv_nir_ratio,red_band_nir_ratio
0.640103,0.317544,0.461741,0.088383,0.380424,-0.000109,0.006909,-0.00683,6,"[473.0, 520.16, 614.97, 680.57, 786.19, 856.9]",380,50,71.018266,413.873657,30.342939,0.641018,gaussian,740,80,26.787625,745.334139,36.577626,0.312988,lorentzian,900,100,5.803362,912.898686,21.890696,0.054324,lorentzian,2.651912,12.237475,4.615967
