abs_max,abs_min,abs_mean,abs_std,abs_skew,mean_slope,deriv_max,deriv_min,num_peaks,peak_positions,uv_center_lit,uv_fwhm_lit,uv_area,uv_center_fit,uv_fwhm_fit,uv_amp_fit,uv_model,nir_center_lit,nir_fwhm_lit,nir_area,nir_center_fit,nir_fwhm_fit,nir_amp_fit,nir_model,uv_nir_ratio
0.9199295814533032,0.0005506365358364,0.1986042395167547,0.27114233430861384,1.530546670663497,0.001091025496435985,0.09804764310692443,-0.09553742128394677,4,"[np.float64(418.9803575369675), np.float64(550.0772456411389), np.float64(569.9404105054073), np.float64(701.0372986095786)]",400,100,4.370049601850258,388.5704703235939,60.64263634019993,0.04657712084891827,gaussian,900,150,96.39986454476642,992.6504780739685,175.13429194807625,0.8241393574438031,gaussian,0.04533252844320708
