abs_max,abs_min,abs_mean,abs_std,abs_skew,mean_slope,deriv_max,deriv_min,num_peaks,peak_positions,visible_center_lit,visible_fwhm_lit,visible_area,visible_center_fit,visible_fwhm_fit,visible_amp_fit,visible_model
0.9939907217607088,0.2106352973814406,0.8602291887791197,0.2301791445155932,-1.855126859718373,0.001222530674537001,0.02817431795246561,-0.03213287126104347,1,[np.float64(485.93110707434255)],450,200,253.15632674072037,485.10721708293926,45.09407048417009,0.8059192944605983,gaussian
