abs_max,abs_min,abs_mean,abs_std,abs_skew,mean_slope,deriv_max,deriv_min,num_peaks,peak_positions,uv_blue_band_center_lit,uv_blue_band_fwhm_lit,uv_blue_band_area,uv_blue_band_center_fit,uv_blue_band_fwhm_fit,uv_blue_band_amp_fit,uv_blue_band_model,red_band_center_lit,red_band_fwhm_lit,red_band_area,red_band_center_fit,red_band_fwhm_fit,red_band_amp_fit,red_band_model,nir_band_center_lit,nir_band_fwhm_lit,nir_band_area,nir_band_center_fit,nir_band_fwhm_fit,nir_band_amp_fit,nir_band_model,uv_blue_band_red_band_ratio,uv_blue_band_nir_band_ratio,red_band_nir_band_ratio
0.5321453908410434,0.0164492512318599,0.19470335847727166,0.17342871870712992,0.6969619340267257,-0.0007890845901477284,0.013893111145114403,-0.014761940018744465,2,"[528.1638383087659, 718.4070357983401]",480,80,63.66765814596486,516.7802239181108,43.14592876670697,0.48011020892020445,gaussian,740,50,9.76913448792208,719.4773708052621,5.4471992438703,0.145482175323425,gaussian,830,30,2.56309167416059,830,30,0,none,6.517226081748299,24.84017974831671,3.8114650943988617
