abs_max,abs_min,abs_mean,abs_std,abs_skew,mean_slope,deriv_max,deriv_min,num_peaks,peak_positions,uv_center_lit,uv_fwhm_lit,uv_area,uv_center_fit,uv_fwhm_fit,uv_amp_fit,uv_model,blue_center_lit,blue_fwhm_lit,blue_area,blue_center_fit,blue_fwhm_fit,blue_amp_fit,blue_model,green_center_lit,green_fwhm_lit,green_area,green_center_fit,green_fwhm_fit,green_amp_fit,green_model,yellow_center_lit,yellow_fwhm_lit,yellow_area,yellow_center_fit,yellow_fwhm_fit,yellow_amp_fit,yellow_model,red_center_lit,red_fwhm_lit,red_area,red_center_fit,red_fwhm_fit,red_amp_fit,red_model,nir_center_lit,nir_fwhm_lit,nir_area,nir_center_fit,nir_fwhm_fit,nir_amp_fit,nir_model,uv_blue_ratio,uv_green_ratio,uv_yellow_ratio,uv_red_ratio,uv_nir_ratio,blue_green_ratio,blue_yellow_ratio,blue_red_ratio,blue_nir_ratio,green_yellow_ratio,green_red_ratio,green_nir_ratio,yellow_red_ratio,yellow_nir_ratio,red_nir_ratio
0.8128212172382772,0.1154635116547564,0.2535196560292674,0.16205599285566008,1.652772750444809,-1.7194511912103695e-05,0.032956045477676,-0.0362392732854665,2,"[np.float64(592.0), np.float64(903.0)]",350,40,15.76123859945869,352.71082680122856,29.291001071552483,0.30611157454465066,gaussian,430,40,12.387620465269059,197.05103242586839,6.820108513160861,118.06947427256492,lorentzian,530,40,9.640808986236006,580.4757904004924,0.3211345602113605,1737.116903817106,lorentzian,594,40,38.88252081948021,593.9187987006339,36.9000922118544,0.614937774457225,gaussian,630,30,21.971551696394855,588.8099782464001,46.43781797100354,0.7407801246054312,gaussian,906,80,47.88058163497862,906.1910684303584,70.68623825772153,0.35158437747956184,gaussian,1.2723378659303295,1.63484605966286,0.40535536953943396,0.7173475414970967,0.3291780938737117,1.2849150387799892,0.31859098126881036,0.5638027131995244,0.25871908902694346,0.24794711815409026,0.4387859863092889,0.2013511251329393,1.7696756851344,0.8120728588425145,0.4588823055515049
