abs_max,abs_min,abs_mean,abs_std,abs_skew,mean_slope,deriv_max,deriv_min,num_peaks,peak_positions,uv_blue_band_center_lit,uv_blue_band_fwhm_lit,uv_blue_band_area,uv_blue_band_center_fit,uv_blue_band_fwhm_fit,uv_blue_band_amp_fit,uv_blue_band_model,red_band_center_lit,red_band_fwhm_lit,red_band_area,red_band_center_fit,red_band_fwhm_fit,red_band_amp_fit,red_band_model,nir_band_center_lit,nir_band_fwhm_lit,nir_band_area,nir_band_center_fit,nir_band_fwhm_fit,nir_band_amp_fit,nir_band_model,uv_blue_band_red_band_ratio,uv_blue_band_nir_band_ratio,red_band_nir_band_ratio
0.857983,0.003056,0.356756,0.239356,0.579279,-0.001272,0.012946,-0.011056,2,"[538.8044751540668, 766.0968032188514]",480,80,91.610665,457.705581,23.638499,0.683225,gaussian,740,50,32.986936,766.015869,37.080548,0.281567,gaussian,830,30,11.748346,835,15,0.06,estimated,2.77718,7.79775,2.807794
