abs_max,abs_min,abs_mean,abs_std,abs_skew,mean_slope,deriv_max,deriv_min,num_peaks,peak_positions,uv_center_lit,uv_fwhm_lit,uv_area,uv_center_fit,uv_fwhm_fit,uv_amp_fit,uv_model,orange_center_lit,orange_fwhm_lit,orange_area,orange_center_fit,orange_fwhm_fit,orange_amp_fit,orange_model,red_band_center_lit,red_band_fwhm_lit,red_band_area,red_band_center_fit,red_band_fwhm_fit,red_band_amp_fit,red_band_model,nir_center_lit,nir_fwhm_lit,nir_area,nir_center_fit,nir_fwhm_fit,nir_amp_fit,nir_model,uv_orange_ratio,uv_red_band_ratio,uv_nir_ratio,orange_red_band_ratio,orange_nir_ratio,red_band_nir_ratio
0.970773,0.012945,0.19895,0.245814,1.828695,-0.001601,0.008432,-0.019779,4,"[433.0, 520.16, 614.97, 725.79]",300,30,26.173822,410.152284,24.269145,0.999605,gaussian,520,80,13.784414,521.845945,33.340061,0.203991,lorentzian,650,40,5.492582,650.046131,13.298074,0.143781,lorentzian,900,150,21.577263,932.327931,68.966966,0.038459,lorentzian,1.898801,4.765476,1.213039,2.510619,0.638841,0.254559
