abs_max,abs_min,abs_mean,abs_std,abs_skew,mean_slope,deriv_max,deriv_min,num_peaks,peak_positions,blue_center_lit,blue_fwhm_lit,blue_area,blue_center_fit,blue_fwhm_fit,blue_amp_fit,blue_model,yellow_center_lit,yellow_fwhm_lit,yellow_area,yellow_center_fit,yellow_fwhm_fit,yellow_amp_fit,yellow_model,red_center_lit,red_fwhm_lit,red_area,red_center_fit,red_fwhm_fit,red_amp_fit,red_model,nir_center_lit,nir_fwhm_lit,nir_area,nir_center_fit,nir_fwhm_fit,nir_amp_fit,nir_model,blue_yellow_ratio,blue_red_ratio,blue_nir_ratio,yellow_red_ratio,yellow_nir_ratio,red_nir_ratio
0.9971404199665084,0.0043553065292195,0.255372098379345,0.2803446312443666,1.2990926947714154,0.000664649201675963,0.044160749470008656,-0.03517001294004657,3,"[np.float64(407.3852121694372), np.float64(593.8618194477253), np.float64(905.8870336064454)]",440,40,29.18472919315529,405.82768906875623,27.891066657989825,0.3840802741123413,lorentzian,580,30,3.0900183096225473,544.7667936275948,53.05556978452577,0.08182989926287916,gaussian,650,40,1.7828589815112172,593.1310186709521,74.55315509144408,0.04208098864650323,gaussian,870,70,82.09074502481946,938.9296336998144,131.0652655019139,0.8580142562699273,gaussian,9.44484018357544,16.369622798052713,0.35551789889075014,1.733181549598229,0.037641494279432974,0.02171814838268313
