abs_max,abs_min,abs_mean,abs_std,abs_skew,mean_slope,deriv_max,deriv_min,num_peaks,peak_positions,uv_center_lit,uv_fwhm_lit,uv_area,uv_center_fit,uv_fwhm_fit,uv_amp_fit,uv_model,red_center_lit,red_fwhm_lit,red_area,red_center_fit,red_fwhm_fit,red_amp_fit,red_model,nir_center_lit,nir_fwhm_lit,nir_area,nir_center_fit,nir_fwhm_fit,nir_amp_fit,nir_model,uv_red_ratio,uv_nir_ratio,red_nir_ratio
0.6891148933311149,0.2374270270469365,0.41553596158256434,0.09092895948420361,0.6134981976831497,0.00019595594650174565,0.014648621803441536,-0.01711684652876412,4,"[np.float64(836.7903188746202), np.float64(446.0833822665884), np.float64(676.5002935995303), np.float64(840.7975695064974)]",360,30,8.256665993834497,408.19258168365354,33.9207079159739,0.008582077704128445,lorentzian,655,30,32.82237284012358,681.4094636400238,104.84582532809115,0.07338529048989897,lorentzian,860,80,109.88485261427977,855.1828246782959,140.85827260424654,0.2311539701542725,gaussian,0.2515560356204841,0.0751392552899519,0.29869788288610094
