abs_max,abs_min,abs_mean,abs_std,abs_skew,mean_slope,deriv_max,deriv_min,num_peaks,peak_positions,blue_peak_center_lit,blue_peak_fwhm_lit,blue_peak_area,blue_peak_center_fit,blue_peak_fwhm_fit,blue_peak_amp_fit,blue_peak_model,red_doublet_center_lit,red_doublet_fwhm_lit,red_doublet_area,red_doublet_center_fit,red_doublet_fwhm_fit,red_doublet_amp_fit,red_doublet_model,red_valley_center_lit,red_valley_fwhm_lit,red_valley_area,red_valley_center_fit,red_valley_fwhm_fit,red_valley_amp_fit,red_valley_model,nir_peak_center_lit,nir_peak_fwhm_lit,nir_peak_area,nir_peak_center_fit,nir_peak_fwhm_fit,nir_peak_amp_fit,nir_peak_model,blue_peak_red_doublet_ratio,blue_peak_red_valley_ratio,blue_peak_nir_peak_ratio,red_doublet_red_valley_ratio,red_doublet_nir_peak_ratio,red_valley_nir_peak_ratio,curve_id
0.7868024993656906,0.17341933997349498,0.44857221480028575,0.15296750745844379,0.2956348036019022,-0.0006980663674728366,0.0390114467474114,-0.014456887450155498,16,"[np.float64(436.7689044783425), np.float64(450.5801859858064), np.float64(474.2566685700302), np.float64(488.06795007749406), np.float64(523.5826739538298), np.float64(590.6660412757974), np.float64(667.6146096745249), np.float64(693.2641324741007), np.float64(703.1293335508606), np.float64(845.1882290562037), np.float64(862.9455909943715), np.float64(882.6759931478914), np.float64(898.4603148707072), np.float64(939.8941593930988), np.float64(955.6784811159148), np.float64(985.2740843461946)]",436,10,14.449226530818144,437.1112572338858,103.3483350835014,0.5366698303513963,lorentzian,620,20,27.916707048879537,619.9999999999999,230.83281183001347,0.3556285004467354,double_lorentzian,684,5,17.114866125374558,684,5,0,none,829,20,14.736375433240463,801.78134431846,246.2508634562887,0.32633027465576286,lorentzian,0.5175834852412536,0.8442500470042049,0.9805142788521386,1.6311379150953529,1.8944079685910105,1.1614026938244932,1
0.06259447625610087,0.036674490015772526,0.04638212738543143,0.008181937593923369,0.46315238456332347,3.868580214916647e-05,0.0020460708736130817,-0.0008830588803170857,7,"[np.float64(578.1762378660576), np.float64(667.1007015254099), np.float64(698.7182886042908), np.float64(759.9773635696224), np.float64(811.3559425728038), np.float64(837.0452320743943), np.float64(918.0652989640264)]",436,10,1.1929193327092729,420.0883024717116,117.98074860986621,0.043670971447612075,lorentzian,620,20,2.426007638852016,590.000000000075,301.57163106732753,0.04094700507225998,double_lorentzian,684,5,1.1736916107203663,684,5,0,none,829,20,2.814633353889023,848.9018272289746,423.42476642049263,0.06025377203623263,lorentzian,0.4917211774624753,1.016382260734662,0.42382761188450974,2.066988991565703,0.8619267001508254,0.4169962702597332,2
