abs_max,abs_min,abs_mean,abs_std,abs_skew,mean_slope,deriv_max,deriv_min,num_peaks,peak_pos_nm_1,peak_pos_nm_2,uv_blue_center_nm,uv_blue_width_nm,uv_blue_area,uv_blue_fit_center_nm,uv_blue_fit_amplitude,uv_blue_fit_rmse,uv_blue_fit_model,red_center_nm,red_width_nm,red_area,red_fit_center_nm,red_fit_amplitude,red_fit_rmse,red_fit_model,nir_center_nm,nir_width_nm,nir_area,nir_fit_center_nm,nir_fit_amplitude,nir_fit_rmse,nir_fit_method,uv_blue_to_red_ratio,uv_blue_to_nir_ratio,red_to_nir_ratio
0.857983,0.003056,0.356756,0.239356,0.579279,-0.00127,0.012946,-0.01106,2,538.8044,,480,80,91.61067,457.7056,23.6385,0.683225,gaussian,740,50,32.98694,766.0159,37.08055,0.281567,gaussian,830,30,11.74835,835,15,0.06,estimated,2.77718,7.79775,2.807794
