abs_max,abs_min,abs_mean,abs_std,abs_skew,mean_slope,deriv_max,deriv_min,num_peaks,peak_positions,uv_blue_band_center_lit,uv_blue_band_fwhm_lit,uv_blue_band_area,uv_blue_band_center_fit,uv_blue_band_fwhm_fit,uv_blue_band_amp_fit,uv_blue_band_model,red_band_center_lit,red_band_fwhm_lit,red_band_area,red_band_center_fit,red_band_fwhm_fit,red_band_amp_fit,red_band_model,nir_band_center_lit,nir_band_fwhm_lit,nir_band_area,nir_band_center_fit,nir_band_fwhm_fit,nir_band_amp_fit,nir_band_model,uv_blue_band_red_band_ratio,uv_blue_band_nir_band_ratio,red_band_nir_band_ratio
0.9937743199910628,0.0028828623247831,0.20877917301244353,0.2290401106259623,1.6233266445202117,0.00019050353452017632,0.03947392375650753,-0.061871435343860866,2,"[408.9944485000764, 533.9184761387365]",480,80,44.765353152021014,484.3648041469574,6.730854191340069,0.6097138826745123,gaussian,740,50,5.021361142460156,740,50,0,none,830,30,4.4217889774319525,830,30,0,none,8.914983764927715,10.123810358037787,1.1355949270153702
