abs_max,abs_min,abs_mean,abs_std,abs_skew,mean_slope,deriv_max,deriv_min,num_peaks,peak_positions,uv_band_1_center_lit,uv_band_1_fwhm_lit,uv_band_1_area,uv_band_1_center_fit,uv_band_1_fwhm_fit,uv_band_1_amp_fit,uv_band_1_model,uv_band_2_center_lit,uv_band_2_fwhm_lit,uv_band_2_area,uv_band_2_center_fit,uv_band_2_fwhm_fit,uv_band_2_amp_fit,uv_band_2_model,uv_band_3_center_lit,uv_band_3_fwhm_lit,uv_band_3_area,uv_band_3_center_fit,uv_band_3_fwhm_fit,uv_band_3_amp_fit,uv_band_3_model,blue_band_center_lit,blue_band_fwhm_lit,blue_band_area,blue_band_center_fit,blue_band_fwhm_fit,blue_band_amp_fit,blue_band_model,green_band_center_lit,green_band_fwhm_lit,green_band_area,green_band_center_fit,green_band_fwhm_fit,green_band_amp_fit,green_band_model,nir_band_1_center_lit,nir_band_1_fwhm_lit,nir_band_1_area,nir_band_1_center_fit,nir_band_1_fwhm_fit,nir_band_1_amp_fit,nir_band_1_model,nir_band_2_center_lit,nir_band_2_fwhm_lit,nir_band_2_area,nir_band_2_center_fit,nir_band_2_fwhm_fit,nir_band_2_amp_fit,nir_band_2_model,uv_band_1_uv_band_2_ratio,uv_band_1_uv_band_3_ratio,uv_band_1_blue_band_ratio,uv_band_1_green_band_ratio,uv_band_1_nir_band_1_ratio,uv_band_1_nir_band_2_ratio,uv_band_2_uv_band_3_ratio,uv_band_2_blue_band_ratio,uv_band_2_green_band_ratio,uv_band_2_nir_band_1_ratio,uv_band_2_nir_band_2_ratio,uv_band_3_blue_band_ratio,uv_band_3_green_band_ratio,uv_band_3_nir_band_1_ratio,uv_band_3_nir_band_2_ratio,blue_band_green_band_ratio,blue_band_nir_band_1_ratio,blue_band_nir_band_2_ratio,green_band_nir_band_1_ratio,green_band_nir_band_2_ratio,nir_band_1_nir_band_2_ratio
0.997596,0.311521,0.710086,0.207212,-0.274195,-0.001083,0.019574,-0.007621,10,"[444.48, 526.96, 564.21, 608.23, 645.99, 680.57, 731.83, 786.19, 831.05, 937.99]",345,10,5.589895,345,10,0,none,361,15,13.712613,361,15,0,none,408,10,24.316743,444.482759,15.351083,1.002871,gaussian,435,15,21.139682,444.482759,15.351083,1.002871,gaussian,526,20,9.75239,526.960205,22.19385,0.730325,lorentzian,1053,50,1.411689,989.69323,15.118933,0.317585,lorentzian,2000,50,0,2000,50,0,none,0.407634,0.229805,0.264424,0.5732,3.959828,558989500.0,0.563969,0.648607,1.40618,9.713589,1371261300.0,1.150244,2.493407,17.22557,2431674300.0,2.167683,14.975459,2113968200.0,6.908075,975239000.0,141168900.0
